grid,percentages,land_use
6532,16.3,forest
6533,68.96,forest
6534,43.19,forest
6535,51.55,forest
6536,42.87,forest
6537,38.62,forest
6538,41.85,forest
6539,36.95,forest
6540,35.77,forest
6541,46.08,forest
6542,5.12,forest
6605,11.66,forest
6606,27.71,forest
6607,28.43,forest
6608,37.27,forest
6609,36.64,forest
6610,41.02,forest
6611,40.94,forest
6612,82.76,forest
6613,96.51,forest
6614,75.06,forest
6615,21.46,forest
6616,29.93,forest
6617,32.15,forest
6618,36,forest
6619,34.73,forest
6620,39.16,forest
6621,34.31,forest
6622,32.49,forest
6623,31.45,forest
6624,26.33,forest
6625,25.18,forest
6626,17.98,forest
6627,27.27,forest
6628,27.28,forest
6629,32.04,forest
6630,36.04,forest
6631,36.04,forest
6632,40.99,forest
6633,69.5,forest
6634,36.83,forest
6635,38.16,forest
6636,50.98,forest
6637,63.58,forest
6638,31.77,forest
6639,48.6,forest
6640,41.05,forest
6641,35.97,forest
6642,45.67,forest
6643,10.71,forest
6644,0.12,forest
6705,0.3,forest
6706,33.34,forest
6707,39.68,forest
6708,45.04,forest
6709,42.17,forest
6710,25.19,forest
6711,39.68,forest
6712,90.58,forest
6713,90.14,forest
6714,33.58,forest
6715,25.46,forest
6716,22.97,forest
6717,37.1,forest
6718,21.4,forest
6719,28.95,forest
6720,23.99,forest
6721,15.76,forest
6722,32.34,forest
6723,26.12,forest
6724,26.42,forest
6725,28.27,forest
6726,22.33,forest
6727,29.1,forest
6728,23.96,forest
6729,29.36,forest
6730,29.67,forest
6731,45.3,forest
6732,57.26,forest
6733,46.1,forest
6734,25.71,forest
6735,30.68,forest
6736,50.71,forest
6737,49.47,forest
6738,47.27,forest
6739,53.2,forest
6740,68.64,forest
6741,28.57,forest
6742,30.15,forest
6743,44.67,forest
6744,28.28,forest
6806,19.12,forest
6807,2.41,forest
6808,13.1,forest
6809,15.77,forest
6810,6.4,forest
6811,58.14,forest
6812,85.52,forest
6813,76.46,forest
6814,8.9,forest
6815,18.98,forest
6816,34.51,forest
6817,27.89,forest
6818,26.72,forest
6819,15.99,forest
6820,20.33,forest
6821,21.15,forest
6822,33.51,forest
6823,47.27,forest
6824,21.88,forest
6825,25.25,forest
6826,23.8,forest
6827,23.57,forest
6828,36.31,forest
6829,38.34,forest
6830,34.06,forest
6831,40.4,forest
6832,56.44,forest
6833,24.21,forest
6834,32.08,forest
6835,34.15,forest
6836,36.95,forest
6837,46.09,forest
6838,47.44,forest
6839,45.22,forest
6840,42.29,forest
6841,33.09,forest
6842,40.49,forest
6843,59.76,forest
6844,80.44,forest
6845,18.83,forest
6911,19.82,forest
6912,39.23,forest
6913,40.96,forest
6914,41.71,forest
6915,45.04,forest
6916,33.12,forest
6917,30.21,forest
6918,29.33,forest
6919,49.02,forest
6920,15.13,forest
6921,17.73,forest
6922,68.1,forest
6923,61.53,forest
6924,44.69,forest
6925,35.42,forest
6926,44.65,forest
6927,41.24,forest
6928,30.17,forest
6929,26.77,forest
6930,22.52,forest
6931,15.54,forest
6932,28.44,forest
6933,24.79,forest
6934,40.39,forest
6935,33.66,forest
6936,35.6,forest
6937,43.27,forest
6938,20.15,forest
6939,48.6,forest
6940,51.16,forest
6941,38.95,forest
6942,51.93,forest
6943,46.46,forest
6944,74.39,forest
6945,77.97,forest
6946,27.27,forest
7014,7.88,forest
7015,30.65,forest
7016,38.46,forest
7017,39.04,forest
7018,27.11,forest
7019,26.3,forest
7020,17.6,forest
7021,10.27,forest
7022,22.92,forest
7023,53.41,forest
7024,59.61,forest
7025,60.12,forest
7026,43.36,forest
7027,29.41,forest
7028,22.02,forest
7029,9.52,forest
7030,40.82,forest
7031,41.53,forest
7032,58.38,forest
7033,42.88,forest
7034,51.7,forest
7035,45.02,forest
7036,64.21,forest
7037,60.94,forest
7038,24.68,forest
7039,9.52,forest
7040,17.99,forest
7041,24.4,forest
7042,32.26,forest
7043,64.95,forest
7044,53.14,forest
7045,63.73,forest
7046,70.73,forest
7047,43.75,forest
7114,9.53,forest
7115,25.63,forest
7116,68.55,forest
7117,55.85,forest
7118,58.03,forest
7119,30.3,forest
7120,7.68,forest
7121,2.8,forest
7122,25.38,forest
7123,44.24,forest
7124,47.98,forest
7125,21.03,forest
7126,34.59,forest
7127,43.65,forest
7128,22.41,forest
7129,4.16,forest
7130,28.65,forest
7131,42.76,forest
7132,54.34,forest
7133,41.18,forest
7134,39.24,forest
7135,34.93,forest
7136,20.73,forest
7137,38.23,forest
7138,28.05,forest
7139,18.87,forest
7140,15.27,forest
7141,0.95,forest
7142,10.49,forest
7143,23.76,forest
7144,58.69,forest
7145,53.3,forest
7146,43.42,forest
7147,59.97,forest
7148,42.24,forest
7213,4.23,forest
7214,18.95,forest
7215,65.27,forest
7216,79.86,forest
7217,86.3,forest
7218,48.51,forest
7219,24.67,forest
7220,54.75,forest
7221,17.34,forest
7222,48.41,forest
7223,43.99,forest
7224,31.69,forest
7225,52.97,forest
7226,72.4,forest
7227,53.21,forest
7228,42.45,forest
7229,34.84,forest
7230,35.85,forest
7231,29.68,forest
7232,41.69,forest
7233,23.69,forest
7234,11.81,forest
7235,16.51,forest
7236,54.35,forest
7237,21.89,forest
7238,28.04,forest
7239,24.24,forest
7240,36.3,forest
7241,24.11,forest
7242,2.85,forest
7243,14.25,forest
7244,23.29,forest
7245,44.97,forest
7246,40.58,forest
7247,35.45,forest
7248,44.09,forest
7249,0.27,forest
7312,0.24,forest
7313,19.51,forest
7314,16.6,forest
7315,89.95,forest
7316,90.06,forest
7317,72.02,forest
7318,42.9,forest
7319,34.39,forest
7320,47.02,forest
7321,23.62,forest
7322,19.92,forest
7323,24.73,forest
7324,33.48,forest
7325,28.58,forest
7326,46.43,forest
7327,35.85,forest
7328,22.89,forest
7329,31.85,forest
7330,13.38,forest
7331,13.82,forest
7332,18.48,forest
7333,5.04,forest
7334,19.03,forest
7335,28.55,forest
7336,28.53,forest
7337,26.04,forest
7338,26.72,forest
7339,22.03,forest
7340,19.57,forest
7341,20.56,forest
7342,15.96,forest
7343,19.18,forest
7344,16.05,forest
7345,33.18,forest
7346,34.56,forest
7347,42.18,forest
7348,44.2,forest
7412,1.02,forest
7413,17.94,forest
7414,37.12,forest
7415,88.83,forest
7416,78.59,forest
7417,54.7,forest
7418,31.97,forest
7419,22.45,forest
7420,54.35,forest
7421,21.15,forest
7422,38.62,forest
7423,41.29,forest
7424,29.12,forest
7425,40.14,forest
7426,27.35,forest
7427,22.43,forest
7428,14.19,forest
7429,14.91,forest
7430,23.09,forest
7431,26.85,forest
7432,29.2,forest
7433,28.23,forest
7434,28.19,forest
7435,22.72,forest
7436,20.87,forest
7437,25.63,forest
7438,21.31,forest
7439,26.73,forest
7440,30.84,forest
7441,29.64,forest
7442,28.39,forest
7443,33.41,forest
7444,20.77,forest
7445,26.89,forest
7446,30.66,forest
7447,14.88,forest
7448,23.11,forest
7512,9.41,forest
7513,22.5,forest
7514,75.33,forest
7515,87.4,forest
7516,65.82,forest
7517,37.09,forest
7518,26.25,forest
7519,34.3,forest
7520,33.42,forest
7521,42.87,forest
7522,44.6,forest
7523,28.35,forest
7524,34.46,forest
7525,23.29,forest
7526,13.29,forest
7527,21.51,forest
7528,24.12,forest
7529,56.7,forest
7530,54.96,forest
7531,15.5,forest
7532,31.63,forest
7533,28.37,forest
7534,25.57,forest
7535,26.7,forest
7536,22.35,forest
7537,18.62,forest
7538,19.5,forest
7539,19.48,forest
7540,20.78,forest
7541,21.21,forest
7542,21.99,forest
7543,24.9,forest
7544,26.04,forest
7545,16.88,forest
7546,6.22,forest
7612,14.73,forest
7613,50.17,forest
7614,59.79,forest
7615,85.63,forest
7616,63.04,forest
7617,36.44,forest
7618,42.63,forest
7619,32.71,forest
7620,47.33,forest
7621,36.97,forest
7622,45.36,forest
7623,37.75,forest
7624,44.63,forest
7625,24.91,forest
7626,16.11,forest
7627,25.81,forest
7628,34.84,forest
7629,38.56,forest
7630,41.04,forest
7631,11.13,forest
7632,28.61,forest
7633,22.02,forest
7634,12.97,forest
7635,11.52,forest
7636,9.15,forest
7637,1.75,forest
7638,21.35,forest
7639,12.47,forest
7640,19.56,forest
7641,20.16,forest
7642,22.48,forest
7643,23.82,forest
7644,34.14,forest
7645,14.24,forest
7646,4.82,forest
7711,1.52,forest
7712,15.35,forest
7713,71.53,forest
7714,60.12,forest
7715,72.41,forest
7716,51.49,forest
7717,29.62,forest
7718,35.48,forest
7719,45.77,forest
7720,57.68,forest
7721,40.69,forest
7722,49.28,forest
7723,37.24,forest
7724,14.52,forest
7725,17,forest
7726,28.43,forest
7727,37.4,forest
7728,33.68,forest
7729,43.61,forest
7730,47.07,forest
7731,13.68,forest
7732,22.08,forest
7733,15.25,forest
7734,10.6,forest
7735,17.97,forest
7736,10.18,forest
7737,11.44,forest
7738,21.96,forest
7739,15.61,forest
7740,22.02,forest
7741,23.43,forest
7742,48.69,forest
7743,32.68,forest
7744,8.05,forest
7745,1,forest
7811,7.91,forest
7812,18,forest
7813,53.51,forest
7814,69.86,forest
7815,60.44,forest
7816,46.46,forest
7817,34.34,forest
7818,45.11,forest
7819,47.51,forest
7820,42.22,forest
7821,57.31,forest
7822,32.84,forest
7823,20.95,forest
7824,24.93,forest
7825,32.23,forest
7826,46.68,forest
7827,31.59,forest
7828,20.1,forest
7829,40.84,forest
7830,6.94,forest
7831,15.7,forest
7832,31.5,forest
7833,32.25,forest
7834,13.98,forest
7835,1.45,forest
7836,8.91,forest
7837,53.18,forest
7838,38.05,forest
7839,27.25,forest
7840,23.31,forest
7841,17.49,forest
7842,22.3,forest
7843,1.15,forest
7911,11.24,forest
7912,24.47,forest
7913,49.37,forest
7914,68.85,forest
7915,64.72,forest
7916,49.96,forest
7917,28.57,forest
7918,46.41,forest
7919,54.93,forest
7920,50.25,forest
7921,44.38,forest
7922,14.4,forest
7923,24.07,forest
7924,24.63,forest
7925,28.21,forest
7926,23.48,forest
7927,31.61,forest
7928,27.67,forest
7929,22.53,forest
7930,16.41,forest
7931,28.41,forest
7932,24.94,forest
7933,37.66,forest
7934,67.17,forest
7935,41.69,forest
7936,52.22,forest
7937,41.29,forest
7938,22.12,forest
7939,29.6,forest
7940,22.14,forest
7941,21.27,forest
7942,22.09,forest
7943,1.22,forest
8011,9.07,forest
8012,23.36,forest
8013,57.14,forest
8014,58.88,forest
8015,72.51,forest
8016,50.62,forest
8017,21.78,forest
8018,61.2,forest
8019,47.57,forest
8020,34.82,forest
8021,36.04,forest
8022,31.89,forest
8023,27.46,forest
8024,29.11,forest
8025,23.15,forest
8026,38.46,forest
8027,21.88,forest
8028,28.03,forest
8029,28.6,forest
8030,21.81,forest
8031,23.42,forest
8032,34.88,forest
8033,33.92,forest
8034,42.26,forest
8035,49.13,forest
8036,63.3,forest
8037,33.69,forest
8038,31.45,forest
8039,29.72,forest
8040,30.12,forest
8041,29.44,forest
8042,22.02,forest
8043,13.56,forest
8111,8.57,forest
8112,63.34,forest
8113,67.56,forest
8114,70.93,forest
8115,66.27,forest
8116,31.77,forest
8117,44.61,forest
8118,32.5,forest
8119,34.69,forest
8120,35.72,forest
8121,33.1,forest
8122,31.01,forest
8123,24.84,forest
8124,42.85,forest
8125,25.37,forest
8126,27.14,forest
8127,22.38,forest
8128,25.77,forest
8129,26.7,forest
8130,44.77,forest
8131,36.72,forest
8132,25.77,forest
8133,29.69,forest
8134,41.67,forest
8135,48.21,forest
8136,41.52,forest
8137,28.83,forest
8138,25.64,forest
8139,32.16,forest
8140,14.87,forest
8141,28.46,forest
8142,44.56,forest
8143,24.9,forest
8144,0.22,forest
8211,21.28,forest
8212,75.26,forest
8213,65.2,forest
8214,73.44,forest
8215,63.51,forest
8216,32.89,forest
8217,8.19,forest
8218,17.91,forest
8219,26.75,forest
8220,32.79,forest
8221,24.71,forest
8222,29.76,forest
8223,22.31,forest
8224,25.41,forest
8225,24.71,forest
8226,44.92,forest
8227,22.92,forest
8228,29.92,forest
8229,23.13,forest
8230,24.04,forest
8231,32.09,forest
8232,40.02,forest
8233,31.42,forest
8234,40.08,forest
8235,44.43,forest
8236,44.52,forest
8237,47.55,forest
8238,42.6,forest
8239,52.29,forest
8240,57.21,forest
8241,75.1,forest
8242,77.83,forest
8243,33.59,forest
8244,3.36,forest
8311,14.44,forest
8312,55.89,forest
8313,54.07,forest
8314,52.11,forest
8315,37.56,forest
8316,24.8,forest
8317,12.53,forest
8318,2.63,forest
8319,13.16,forest
8320,0.52,forest
8321,4.03,forest
8322,6.31,forest
8323,26.98,forest
8324,23.57,forest
8325,26.49,forest
8326,41.24,forest
8327,28,forest
8328,25.02,forest
8329,20.46,forest
8330,25.07,forest
8331,65.39,forest
8332,49.81,forest
8333,38.65,forest
8334,64.98,forest
8335,69.59,forest
8336,71.21,forest
8337,57.78,forest
8338,57.4,forest
8339,6.09,forest
8340,17.27,forest
8341,39.91,forest
8342,28.93,forest
8343,67.21,forest
8344,32.91,forest
8411,1.03,forest
8412,18.08,forest
8413,15.79,forest
8414,9.81,forest
8415,0.48,forest
8416,9.71,forest
8417,0.05,forest
8423,1.97,forest
8424,9.04,forest
8425,19.22,forest
8426,44.19,forest
8427,33.64,forest
8428,45.89,forest
8429,21.56,forest
8430,32.36,forest
8431,52.41,forest
8432,61.71,forest
8433,70.87,forest
8434,72.27,forest
8435,41.44,forest
8436,7.45,forest
8437,1.64,forest
8442,6.52,forest
8443,30.91,forest
8444,10.48,forest
8525,0.35,forest
8526,29.64,forest
8527,40.87,forest
8528,26.19,forest
8531,22,forest
8532,44.82,forest
8533,48.02,forest
8534,7.44,forest
8543,0.76,forest
8544,1.32,forest
8626,5.05,forest
8627,27.48,forest
8628,1.67,forest
8633,0.39,forest
8727,1.02,forest
916,12.83,shrubs
1015,2.31,shrubs
1016,6.07,shrubs
1017,0.26,shrubs
1018,0.18,shrubs
1019,0.11,shrubs
1115,7.73,shrubs
1116,1.36,shrubs
1117,0.71,shrubs
1118,4.86,shrubs
1119,2.96,shrubs
1120,0.49,shrubs
1121,1.36,shrubs
1122,0.66,shrubs
1123,1.77,shrubs
1124,0.1,shrubs
1215,3.76,shrubs
1216,1.51,shrubs
1217,0.72,shrubs
1218,1.05,shrubs
1219,1.94,shrubs
1220,1.37,shrubs
1221,1.25,shrubs
1222,4.99,shrubs
1223,1.25,shrubs
1224,1.35,shrubs
1225,3.61,shrubs
1226,0.05,shrubs
1315,7.78,shrubs
1316,7.27,shrubs
1317,0.69,shrubs
1318,2.16,shrubs
1319,1.76,shrubs
1320,1.86,shrubs
1321,3.28,shrubs
1322,2.81,shrubs
1323,2.71,shrubs
1324,1.83,shrubs
1325,1.57,shrubs
1326,1.74,shrubs
1344,0.41,shrubs
1345,1.36,shrubs
1346,1.18,shrubs
1417,0.51,shrubs
1418,0.25,shrubs
1419,1.96,shrubs
1420,1.88,shrubs
1421,2.03,shrubs
1422,2.34,shrubs
1423,5.04,shrubs
1424,2.49,shrubs
1425,2.51,shrubs
1426,0.43,shrubs
1432,3.26,shrubs
1433,0.62,shrubs
1444,3.88,shrubs
1445,3.11,shrubs
1446,4.08,shrubs
1447,3.89,shrubs
1448,0.2,shrubs
1517,0.26,shrubs
1518,0.31,shrubs
1519,0.47,shrubs
1520,3.95,shrubs
1521,5.97,shrubs
1522,2.08,shrubs
1523,6.07,shrubs
1524,3.06,shrubs
1525,2.51,shrubs
1526,2.46,shrubs
1527,2.53,shrubs
1528,0.73,shrubs
1532,4.25,shrubs
1533,1.39,shrubs
1540,0.87,shrubs
1541,2.96,shrubs
1542,3.39,shrubs
1543,3.49,shrubs
1544,1.72,shrubs
1545,2.89,shrubs
1546,2.73,shrubs
1547,5.29,shrubs
1617,9.52,shrubs
1618,0.82,shrubs
1619,0.87,shrubs
1620,3.33,shrubs
1621,9.6,shrubs
1622,13.87,shrubs
1623,6.76,shrubs
1624,3.7,shrubs
1625,2.77,shrubs
1626,2.34,shrubs
1627,3.17,shrubs
1628,1.25,shrubs
1629,3.39,shrubs
1630,3.38,shrubs
1631,3.5,shrubs
1632,2.54,shrubs
1640,3.69,shrubs
1641,2.21,shrubs
1642,3.04,shrubs
1643,1.45,shrubs
1644,3.77,shrubs
1645,1.72,shrubs
1646,2.16,shrubs
1647,2.16,shrubs
1648,2.24,shrubs
1717,7.65,shrubs
1718,1.86,shrubs
1719,1.01,shrubs
1720,5.57,shrubs
1721,7.01,shrubs
1722,9.35,shrubs
1723,2.31,shrubs
1724,5.98,shrubs
1725,2.52,shrubs
1726,4.38,shrubs
1727,4.86,shrubs
1728,2.55,shrubs
1729,2.26,shrubs
1730,2.1,shrubs
1731,2.67,shrubs
1732,1.81,shrubs
1738,0.66,shrubs
1739,5.61,shrubs
1740,6.39,shrubs
1741,1.83,shrubs
1742,0.26,shrubs
1743,0.69,shrubs
1744,5.13,shrubs
1745,3.15,shrubs
1746,1.35,shrubs
1747,0.06,shrubs
1748,0.59,shrubs
1818,0.19,shrubs
1819,7.85,shrubs
1820,3.15,shrubs
1821,2.27,shrubs
1822,5.23,shrubs
1823,4.16,shrubs
1824,2.93,shrubs
1825,4.09,shrubs
1826,5.44,shrubs
1827,2.02,shrubs
1828,1.91,shrubs
1829,2.55,shrubs
1830,2.26,shrubs
1831,1.54,shrubs
1832,1.42,shrubs
1835,0.37,shrubs
1836,1.13,shrubs
1837,2.21,shrubs
1838,6.08,shrubs
1839,1.54,shrubs
1840,1.22,shrubs
1841,4.4,shrubs
1842,5.1,shrubs
1843,0.78,shrubs
1844,0.72,shrubs
1845,1.84,shrubs
1846,2.06,shrubs
1847,0.66,shrubs
1848,4.14,shrubs
1849,0.29,shrubs
1918,0.74,shrubs
1919,7.46,shrubs
1920,3.8,shrubs
1921,3.3,shrubs
1922,1.68,shrubs
1923,2.27,shrubs
1924,1.95,shrubs
1925,2.35,shrubs
1926,1.51,shrubs
1927,4.87,shrubs
1928,1.62,shrubs
1929,2.06,shrubs
1930,2.67,shrubs
1931,0.4,shrubs
1932,0.19,shrubs
1933,0.09,shrubs
1934,0.6,shrubs
1935,6.36,shrubs
1936,1.3,shrubs
1937,1.17,shrubs
1938,2.99,shrubs
1939,2.74,shrubs
1940,2.45,shrubs
1941,2.71,shrubs
1942,10.94,shrubs
1943,0.97,shrubs
1944,0.66,shrubs
1945,0.67,shrubs
1946,2.17,shrubs
1947,0.71,shrubs
1948,3.82,shrubs
1949,2.54,shrubs
1950,0.79,shrubs
2016,0.37,shrubs
2017,0,shrubs
2019,0.29,shrubs
2020,1.09,shrubs
2021,4.29,shrubs
2022,2.88,shrubs
2023,2.64,shrubs
2024,2.22,shrubs
2025,2.1,shrubs
2026,2.33,shrubs
2027,3.61,shrubs
2028,1.67,shrubs
2029,2.09,shrubs
2030,4.53,shrubs
2031,5.24,shrubs
2032,1.32,shrubs
2033,1.29,shrubs
2034,2.85,shrubs
2035,1.33,shrubs
2036,2.18,shrubs
2037,2.1,shrubs
2038,3.29,shrubs
2039,3.66,shrubs
2040,1.32,shrubs
2041,1.52,shrubs
2042,0.98,shrubs
2043,11.69,shrubs
2044,9.64,shrubs
2045,2.83,shrubs
2046,6.66,shrubs
2047,0.61,shrubs
2048,1.99,shrubs
2049,3.88,shrubs
2050,3.9,shrubs
2051,1.03,shrubs
2117,5.75,shrubs
2118,1.07,shrubs
2119,0.47,shrubs
2120,1.03,shrubs
2121,2.02,shrubs
2122,1.71,shrubs
2123,7.01,shrubs
2124,1.95,shrubs
2125,7.55,shrubs
2126,1.26,shrubs
2127,3.94,shrubs
2128,2.23,shrubs
2129,4.57,shrubs
2130,4.42,shrubs
2131,4.31,shrubs
2132,1.33,shrubs
2133,1.51,shrubs
2134,3.58,shrubs
2135,2.57,shrubs
2136,2.18,shrubs
2137,1.95,shrubs
2138,2.36,shrubs
2139,2.63,shrubs
2140,2.07,shrubs
2141,1.27,shrubs
2142,0.9,shrubs
2143,11.65,shrubs
2144,2.83,shrubs
2145,0.7,shrubs
2146,2.16,shrubs
2147,5.47,shrubs
2148,21.43,shrubs
2149,13.14,shrubs
2150,0.94,shrubs
2151,1.51,shrubs
2208,0.43,shrubs
2209,11.67,shrubs
2210,6.47,shrubs
2211,6.38,shrubs
2212,10.3,shrubs
2213,3.82,shrubs
2214,3.52,shrubs
2215,0.03,shrubs
2216,0.01,shrubs
2217,2.74,shrubs
2218,6.07,shrubs
2219,1.61,shrubs
2220,1.87,shrubs
2221,3.03,shrubs
2222,5.22,shrubs
2223,2.11,shrubs
2224,2.03,shrubs
2225,4.06,shrubs
2226,6.22,shrubs
2227,4.74,shrubs
2228,1.19,shrubs
2229,1.62,shrubs
2230,2.61,shrubs
2231,1.9,shrubs
2232,1.83,shrubs
2233,0.82,shrubs
2234,2.04,shrubs
2235,4.3,shrubs
2236,3.13,shrubs
2237,2.14,shrubs
2238,4.23,shrubs
2239,2.92,shrubs
2240,2.74,shrubs
2241,2.91,shrubs
2242,3.51,shrubs
2243,1.99,shrubs
2244,1.02,shrubs
2245,1.2,shrubs
2246,1.78,shrubs
2247,3.21,shrubs
2248,1.6,shrubs
2249,2.58,shrubs
2250,1.7,shrubs
2251,2.96,shrubs
2306,8.65,shrubs
2307,5.2,shrubs
2308,3.39,shrubs
2309,2.73,shrubs
2310,2.72,shrubs
2311,2.08,shrubs
2312,0.4,shrubs
2313,0.52,shrubs
2314,6.52,shrubs
2315,0.01,shrubs
2316,0.13,shrubs
2317,3.62,shrubs
2318,10.37,shrubs
2319,7.98,shrubs
2320,4.51,shrubs
2321,3.63,shrubs
2322,2.55,shrubs
2323,8.96,shrubs
2324,3.45,shrubs
2325,2.52,shrubs
2326,2.73,shrubs
2327,5.39,shrubs
2328,2.08,shrubs
2329,2.57,shrubs
2330,3.21,shrubs
2331,1.72,shrubs
2332,3.11,shrubs
2333,3.67,shrubs
2334,4.48,shrubs
2335,1.99,shrubs
2336,2.76,shrubs
2337,2.31,shrubs
2338,2.77,shrubs
2339,4.39,shrubs
2340,3.84,shrubs
2341,2.22,shrubs
2342,1.31,shrubs
2343,1.09,shrubs
2344,1.32,shrubs
2345,2.8,shrubs
2346,1.5,shrubs
2347,2.03,shrubs
2348,5.79,shrubs
2349,0.3,shrubs
2350,13.89,shrubs
2351,10,shrubs
2405,1.03,shrubs
2406,4.92,shrubs
2407,0.04,shrubs
2408,3.07,shrubs
2409,1.45,shrubs
2410,8.84,shrubs
2411,2.61,shrubs
2412,0.98,shrubs
2413,1.74,shrubs
2414,4.13,shrubs
2415,0.56,shrubs
2416,0.82,shrubs
2417,5.73,shrubs
2418,8.47,shrubs
2419,9.33,shrubs
2420,2.07,shrubs
2421,7.26,shrubs
2422,4.5,shrubs
2423,4.3,shrubs
2424,3.68,shrubs
2425,3.45,shrubs
2426,4.93,shrubs
2427,3.55,shrubs
2428,0.92,shrubs
2429,2.33,shrubs
2430,4.94,shrubs
2431,2.31,shrubs
2432,0.96,shrubs
2433,3.13,shrubs
2434,7.87,shrubs
2435,0.75,shrubs
2436,0.73,shrubs
2437,2.48,shrubs
2438,3.64,shrubs
2439,5.77,shrubs
2440,0.97,shrubs
2441,2.3,shrubs
2442,1.79,shrubs
2443,2,shrubs
2444,3.64,shrubs
2445,4.47,shrubs
2446,1.85,shrubs
2447,1.93,shrubs
2448,2.24,shrubs
2449,1.38,shrubs
2450,6.33,shrubs
2451,3.31,shrubs
2508,0.83,shrubs
2509,3.89,shrubs
2510,2.03,shrubs
2511,3.93,shrubs
2512,6.4,shrubs
2513,1.66,shrubs
2514,1.08,shrubs
2515,0.64,shrubs
2516,3.36,shrubs
2517,11.47,shrubs
2518,6.86,shrubs
2519,4.12,shrubs
2520,5.21,shrubs
2521,3.89,shrubs
2522,3.75,shrubs
2523,2.17,shrubs
2524,5.07,shrubs
2525,5.98,shrubs
2526,5.28,shrubs
2527,3.57,shrubs
2528,2.12,shrubs
2529,3.89,shrubs
2530,1.18,shrubs
2531,1.43,shrubs
2532,1.82,shrubs
2533,2.45,shrubs
2534,0.36,shrubs
2535,1.44,shrubs
2536,0.8,shrubs
2537,1.84,shrubs
2538,3.58,shrubs
2539,1.87,shrubs
2540,0.86,shrubs
2541,2.8,shrubs
2542,9.7,shrubs
2543,2.28,shrubs
2544,4.99,shrubs
2545,2.37,shrubs
2546,1.44,shrubs
2547,2.71,shrubs
2548,2.54,shrubs
2549,2.95,shrubs
2550,2.68,shrubs
2551,3.28,shrubs
2552,0.76,shrubs
2607,0.06,shrubs
2608,6.32,shrubs
2609,2.45,shrubs
2610,2.07,shrubs
2611,2.21,shrubs
2612,5.37,shrubs
2613,12.34,shrubs
2614,2.07,shrubs
2615,1.87,shrubs
2616,2.96,shrubs
2617,11.57,shrubs
2618,2.43,shrubs
2619,5.32,shrubs
2620,12.71,shrubs
2621,5.71,shrubs
2622,3.57,shrubs
2623,3.88,shrubs
2624,1.57,shrubs
2625,2.06,shrubs
2626,1.91,shrubs
2627,4.91,shrubs
2628,2.21,shrubs
2629,1.86,shrubs
2630,2.83,shrubs
2631,1.44,shrubs
2632,2.63,shrubs
2633,0.32,shrubs
2634,0.15,shrubs
2635,2.02,shrubs
2636,0.06,shrubs
2637,0.36,shrubs
2638,7.9,shrubs
2639,2.87,shrubs
2640,0.9,shrubs
2641,1.18,shrubs
2642,6.34,shrubs
2643,4.18,shrubs
2644,6.24,shrubs
2645,3.08,shrubs
2646,2.56,shrubs
2647,3.36,shrubs
2648,2.72,shrubs
2649,7.91,shrubs
2650,5.17,shrubs
2651,2.75,shrubs
2652,1.88,shrubs
2709,0.51,shrubs
2710,4.03,shrubs
2711,3,shrubs
2712,3.46,shrubs
2713,1.75,shrubs
2714,0.68,shrubs
2715,2.5,shrubs
2716,4.57,shrubs
2717,4.93,shrubs
2718,3,shrubs
2719,7.95,shrubs
2720,2.61,shrubs
2721,7.99,shrubs
2722,5.44,shrubs
2723,14.08,shrubs
2724,2.47,shrubs
2725,7.2,shrubs
2726,0.75,shrubs
2727,1.04,shrubs
2728,1.99,shrubs
2729,0.92,shrubs
2730,2.24,shrubs
2731,2.36,shrubs
2732,4.94,shrubs
2733,3.98,shrubs
2734,0.32,shrubs
2735,1.27,shrubs
2736,0.46,shrubs
2737,0.63,shrubs
2738,0.69,shrubs
2739,0.93,shrubs
2740,0.53,shrubs
2741,4.14,shrubs
2742,3.94,shrubs
2743,2.77,shrubs
2744,3.93,shrubs
2745,3.13,shrubs
2746,2.83,shrubs
2747,3.69,shrubs
2748,6.37,shrubs
2749,8.55,shrubs
2750,2.64,shrubs
2751,2.21,shrubs
2752,2.93,shrubs
2809,3.56,shrubs
2810,5.06,shrubs
2811,3.51,shrubs
2812,3.63,shrubs
2813,3.54,shrubs
2814,4.87,shrubs
2815,4.82,shrubs
2816,3.77,shrubs
2817,4.77,shrubs
2818,7.49,shrubs
2819,2.74,shrubs
2820,4.14,shrubs
2821,4.08,shrubs
2822,5.79,shrubs
2823,9.75,shrubs
2824,6.54,shrubs
2825,26.24,shrubs
2826,4.42,shrubs
2827,0.9,shrubs
2828,2.1,shrubs
2829,0.77,shrubs
2830,0.35,shrubs
2831,1,shrubs
2832,3.43,shrubs
2833,2.12,shrubs
2834,0.66,shrubs
2835,3,shrubs
2836,0.68,shrubs
2837,1.08,shrubs
2838,1.16,shrubs
2839,1.06,shrubs
2840,1.24,shrubs
2841,13.35,shrubs
2842,14.24,shrubs
2843,2.53,shrubs
2844,3.98,shrubs
2845,8.62,shrubs
2846,2.53,shrubs
2847,3.18,shrubs
2848,5.74,shrubs
2849,4.47,shrubs
2850,2.47,shrubs
2851,1.49,shrubs
2852,4.77,shrubs
2909,3.76,shrubs
2910,9.63,shrubs
2911,28.39,shrubs
2912,10.26,shrubs
2913,11.49,shrubs
2914,11.39,shrubs
2915,2.05,shrubs
